member #,member name,topic
1180,Shane Rangel,Commonsense Reasoning
1180,Shane Rangel,Machine Learning for Computer Vision
1180,Shane Rangel,User Modelling and Personalisation
1180,Shane Rangel,"Segmentation, Grouping, and Shape Analysis"
1180,Shane Rangel,Optimisation for Robotics
1180,Shane Rangel,Genetic Algorithms
1181,Alexandra Meyer,Computer-Aided Education
1181,Alexandra Meyer,Cognitive Robotics
1181,Alexandra Meyer,Evaluation and Analysis in Machine Learning
1181,Alexandra Meyer,Engineering Multiagent Systems
1181,Alexandra Meyer,Multi-Robot Systems
1182,Lisa Glover,Stochastic Optimisation
1182,Lisa Glover,Economic Paradigms
1182,Lisa Glover,Large Language Models
1182,Lisa Glover,Environmental Impacts of AI
1182,Lisa Glover,Stochastic Models and Probabilistic Inference
1182,Lisa Glover,Biometrics
1182,Lisa Glover,Object Detection and Categorisation
1182,Lisa Glover,Markov Decision Processes
1182,Lisa Glover,Other Multidisciplinary Topics
1182,Lisa Glover,Bioinformatics
1183,Angel Brown,Planning and Decision Support for Human-Machine Teams
1183,Angel Brown,Online Learning and Bandits
1183,Angel Brown,Human-Machine Interaction Techniques and Devices
1183,Angel Brown,Fairness and Bias
1183,Angel Brown,Speech and Multimodality
1183,Angel Brown,Agent Theories and Models
1183,Angel Brown,"Graph Mining, Social Network Analysis, and Community Mining"
1183,Angel Brown,Economic Paradigms
1183,Angel Brown,Automated Reasoning and Theorem Proving
1184,Janet Scott,Natural Language Generation
1184,Janet Scott,Big Data and Scalability
1184,Janet Scott,Reasoning about Action and Change
1184,Janet Scott,Social Sciences
1184,Janet Scott,Human-Aware Planning and Behaviour Prediction
1184,Janet Scott,Knowledge Graphs and Open Linked Data
1184,Janet Scott,Non-Probabilistic Models of Uncertainty
1184,Janet Scott,Sports
1184,Janet Scott,Time-Series and Data Streams
1184,Janet Scott,Cognitive Modelling
1185,Sarah Torres,Representation Learning
1185,Sarah Torres,3D Computer Vision
1185,Sarah Torres,Large Language Models
1185,Sarah Torres,Social Networks
1185,Sarah Torres,Multimodal Learning
1186,Alexander Taylor,Computer Games
1186,Alexander Taylor,"Continual, Online, and Real-Time Planning"
1186,Alexander Taylor,Machine Learning for Robotics
1186,Alexander Taylor,Human-in-the-loop Systems
1186,Alexander Taylor,Summarisation
1186,Alexander Taylor,Human-Aware Planning and Behaviour Prediction
1186,Alexander Taylor,Anomaly/Outlier Detection
1186,Alexander Taylor,Recommender Systems
1187,Thomas Douglas,Privacy-Aware Machine Learning
1187,Thomas Douglas,Multiagent Planning
1187,Thomas Douglas,"Phonology, Morphology, and Word Segmentation"
1187,Thomas Douglas,Knowledge Representation Languages
1187,Thomas Douglas,Inductive and Co-Inductive Logic Programming
1188,Angela Jones,Computer Vision Theory
1188,Angela Jones,Global Constraints
1188,Angela Jones,Imitation Learning and Inverse Reinforcement Learning
1188,Angela Jones,Multiagent Planning
1188,Angela Jones,Heuristic Search
1188,Angela Jones,Combinatorial Search and Optimisation
1188,Angela Jones,Cognitive Modelling
1188,Angela Jones,Causality
1188,Angela Jones,Optimisation in Machine Learning
1188,Angela Jones,Mixed Discrete and Continuous Optimisation
1189,John Leonard,Causality
1189,John Leonard,Bayesian Learning
1189,John Leonard,Machine Learning for Robotics
1189,John Leonard,Syntax and Parsing
1189,John Leonard,Game Playing
1189,John Leonard,Databases
1189,John Leonard,Marketing
1189,John Leonard,Fairness and Bias
1189,John Leonard,Information Retrieval
1189,John Leonard,Accountability
1190,Robin Miller,Adversarial Attacks on CV Systems
1190,Robin Miller,Visual Reasoning and Symbolic Representation
1190,Robin Miller,Constraint Optimisation
1190,Robin Miller,Machine Learning for NLP
1190,Robin Miller,Social Networks
1190,Robin Miller,Image and Video Retrieval
1190,Robin Miller,Knowledge Graphs and Open Linked Data
1190,Robin Miller,Automated Learning and Hyperparameter Tuning
1190,Robin Miller,Medical and Biological Imaging
1190,Robin Miller,Agent-Based Simulation and Complex Systems
1191,Kelly Rose,Philosophy and Ethics
1191,Kelly Rose,Entertainment
1191,Kelly Rose,Behavioural Game Theory
1191,Kelly Rose,Physical Sciences
1191,Kelly Rose,Computer-Aided Education
1191,Kelly Rose,"Geometric, Spatial, and Temporal Reasoning"
1191,Kelly Rose,Multilingualism and Linguistic Diversity
1192,Raven Chandler,Privacy-Aware Machine Learning
1192,Raven Chandler,Evolutionary Learning
1192,Raven Chandler,"Localisation, Mapping, and Navigation"
1192,Raven Chandler,Privacy in Data Mining
1192,Raven Chandler,Data Visualisation and Summarisation
1192,Raven Chandler,Semi-Supervised Learning
1192,Raven Chandler,Transportation
1193,Megan Mendoza,Health and Medicine
1193,Megan Mendoza,Semi-Supervised Learning
1193,Megan Mendoza,Relational Learning
1193,Megan Mendoza,Social Sciences
1193,Megan Mendoza,Clustering
1194,Jeremy Hendricks,Anomaly/Outlier Detection
1194,Jeremy Hendricks,Dynamic Programming
1194,Jeremy Hendricks,Other Topics in Uncertainty in AI
1194,Jeremy Hendricks,Constraint Programming
1194,Jeremy Hendricks,Deep Neural Network Algorithms
1194,Jeremy Hendricks,Search in Planning and Scheduling
1195,John Cannon,Classification and Regression
1195,John Cannon,Other Topics in Natural Language Processing
1195,John Cannon,"Mining Visual, Multimedia, and Multimodal Data"
1195,John Cannon,"Plan Execution, Monitoring, and Repair"
1195,John Cannon,Visual Reasoning and Symbolic Representation
1196,Carla Church,Scalability of Machine Learning Systems
1196,Carla Church,Consciousness and Philosophy of Mind
1196,Carla Church,Databases
1196,Carla Church,Motion and Tracking
1196,Carla Church,Evolutionary Learning
1196,Carla Church,Efficient Methods for Machine Learning
1196,Carla Church,Mining Semi-Structured Data
1196,Carla Church,Internet of Things
1197,Kathryn Lane,Hardware
1197,Kathryn Lane,Dimensionality Reduction/Feature Selection
1197,Kathryn Lane,Education
1197,Kathryn Lane,Other Topics in Uncertainty in AI
1197,Kathryn Lane,Preferences
1198,Juan Ortiz,Semantic Web
1198,Juan Ortiz,Evolutionary Learning
1198,Juan Ortiz,Constraint Programming
1198,Juan Ortiz,Routing
1198,Juan Ortiz,Machine Learning for NLP
1198,Juan Ortiz,Activity and Plan Recognition
1198,Juan Ortiz,"Coordination, Organisations, Institutions, and Norms"
1198,Juan Ortiz,Agent Theories and Models
1199,John Maldonado,Bayesian Networks
1199,John Maldonado,Visual Reasoning and Symbolic Representation
1199,John Maldonado,"Localisation, Mapping, and Navigation"
1199,John Maldonado,Software Engineering
1199,John Maldonado,Spatial and Temporal Models of Uncertainty
1199,John Maldonado,Approximate Inference
1199,John Maldonado,"Other Topics Related to Fairness, Ethics, or Trust"
1199,John Maldonado,Scheduling
1199,John Maldonado,"Understanding People: Theories, Concepts, and Methods"
1199,John Maldonado,Sentence-Level Semantics and Textual Inference
1200,Trevor Carney,Machine Learning for NLP
1200,Trevor Carney,Adversarial Learning and Robustness
1200,Trevor Carney,Learning Preferences or Rankings
1200,Trevor Carney,Machine Learning for Computer Vision
1200,Trevor Carney,Knowledge Representation Languages
1201,Austin Friedman,Clustering
1201,Austin Friedman,Reasoning about Action and Change
1201,Austin Friedman,Mining Heterogeneous Data
1201,Austin Friedman,Satisfiability
1201,Austin Friedman,Mining Codebase and Software Repositories
1201,Austin Friedman,Discourse and Pragmatics
1201,Austin Friedman,Personalisation and User Modelling
1202,Gina Sharp,Routing
1202,Gina Sharp,"Transfer, Domain Adaptation, and Multi-Task Learning"
1202,Gina Sharp,Other Topics in Robotics
1202,Gina Sharp,Machine Learning for NLP
1202,Gina Sharp,User Experience and Usability
1202,Gina Sharp,Partially Observable and Unobservable Domains
1202,Gina Sharp,Data Visualisation and Summarisation
1202,Gina Sharp,Scheduling
1202,Gina Sharp,Reasoning about Knowledge and Beliefs
1202,Gina Sharp,Anomaly/Outlier Detection
1203,Matthew Brown,Explainability (outside Machine Learning)
1203,Matthew Brown,Human-Computer Interaction
1203,Matthew Brown,Societal Impacts of AI
1203,Matthew Brown,Robot Manipulation
1203,Matthew Brown,Interpretability and Analysis of NLP Models
1203,Matthew Brown,Adversarial Attacks on NLP Systems
1203,Matthew Brown,Game Playing
1203,Matthew Brown,Anomaly/Outlier Detection
1203,Matthew Brown,Constraint Satisfaction
1203,Matthew Brown,Knowledge Graphs and Open Linked Data
1204,Julian Strong,Standards and Certification
1204,Julian Strong,Other Topics in Knowledge Representation and Reasoning
1204,Julian Strong,Explainability (outside Machine Learning)
1204,Julian Strong,"Plan Execution, Monitoring, and Repair"
1204,Julian Strong,Multiagent Learning
1204,Julian Strong,"Mining Visual, Multimedia, and Multimodal Data"
1204,Julian Strong,"Sentiment Analysis, Stylistic Analysis, and Argument Mining"
1204,Julian Strong,Commonsense Reasoning
1204,Julian Strong,Online Learning and Bandits
1204,Julian Strong,Knowledge Acquisition and Representation for Planning
1205,Alyssa Bell,Deep Neural Network Architectures
1205,Alyssa Bell,Digital Democracy
1205,Alyssa Bell,Morality and Value-Based AI
1205,Alyssa Bell,Randomised Algorithms
1205,Alyssa Bell,Social Sciences
1205,Alyssa Bell,Other Topics in Uncertainty in AI
1206,Stephen Edwards,Commonsense Reasoning
1206,Stephen Edwards,Fuzzy Sets and Systems
1206,Stephen Edwards,"Sentiment Analysis, Stylistic Analysis, and Argument Mining"
1206,Stephen Edwards,Multilingualism and Linguistic Diversity
1206,Stephen Edwards,Robot Planning and Scheduling
1206,Stephen Edwards,Other Topics in Multiagent Systems
1207,David Bullock,Behaviour Learning and Control for Robotics
1207,David Bullock,Cognitive Modelling
1207,David Bullock,Qualitative Reasoning
1207,David Bullock,Education
1207,David Bullock,Search in Planning and Scheduling
1207,David Bullock,Knowledge Representation Languages
1207,David Bullock,Natural Language Generation
1207,David Bullock,Other Topics in Data Mining
1207,David Bullock,Information Extraction
1207,David Bullock,Classification and Regression
1208,Amanda Carlson,Other Topics in Humans and AI
1208,Amanda Carlson,Game Playing
1208,Amanda Carlson,Personalisation and User Modelling
1208,Amanda Carlson,Approximate Inference
1208,Amanda Carlson,Behavioural Game Theory
1209,Steven Sanchez,Partially Observable and Unobservable Domains
1209,Steven Sanchez,Object Detection and Categorisation
1209,Steven Sanchez,Human-Machine Interaction Techniques and Devices
1209,Steven Sanchez,Game Playing
1209,Steven Sanchez,Deep Generative Models and Auto-Encoders
1209,Steven Sanchez,Computational Social Choice
1209,Steven Sanchez,Mixed Discrete/Continuous Planning
1209,Steven Sanchez,Reasoning about Action and Change
1209,Steven Sanchez,Anomaly/Outlier Detection
1209,Steven Sanchez,Genetic Algorithms
1210,Lauren Morgan,Personalisation and User Modelling
1210,Lauren Morgan,Human-in-the-loop Systems
1210,Lauren Morgan,Machine Learning for Computer Vision
1210,Lauren Morgan,Stochastic Optimisation
1210,Lauren Morgan,Economic Paradigms
1210,Lauren Morgan,Human-Machine Interaction Techniques and Devices
1211,Pamela Griffith,Privacy-Aware Machine Learning
1211,Pamela Griffith,Vision and Language
1211,Pamela Griffith,Robot Planning and Scheduling
1211,Pamela Griffith,Conversational AI and Dialogue Systems
1211,Pamela Griffith,Multiagent Planning
1211,Pamela Griffith,Search and Machine Learning
1211,Pamela Griffith,Multiagent Learning
1211,Pamela Griffith,"Human-Computer Teamwork, Team Formation, and Collaboration"
1212,Nicholas Petersen,Other Topics in Multiagent Systems
1212,Nicholas Petersen,Description Logics
1212,Nicholas Petersen,Answer Set Programming
1212,Nicholas Petersen,Argumentation
1212,Nicholas Petersen,Causal Learning
1212,Nicholas Petersen,"Human-Computer Teamwork, Team Formation, and Collaboration"
1212,Nicholas Petersen,Neuroscience
1213,Steven Lutz,Other Topics in Data Mining
1213,Steven Lutz,Computer-Aided Education
1213,Steven Lutz,Adversarial Attacks on NLP Systems
1213,Steven Lutz,Efficient Methods for Machine Learning
1213,Steven Lutz,Multimodal Learning
1213,Steven Lutz,Language Grounding
1214,Thomas Stone,"Model Adaptation, Compression, and Distillation"
1214,Thomas Stone,Reasoning about Action and Change
1214,Thomas Stone,Data Stream Mining
1214,Thomas Stone,Safety and Robustness
1214,Thomas Stone,Mining Codebase and Software Repositories
1215,Joseph Vincent,Learning Preferences or Rankings
1215,Joseph Vincent,Planning and Decision Support for Human-Machine Teams
1215,Joseph Vincent,Information Retrieval
1215,Joseph Vincent,Ontology Induction from Text
1215,Joseph Vincent,Constraint Programming
1216,Tanya Maldonado,Time-Series and Data Streams
1216,Tanya Maldonado,Environmental Impacts of AI
1216,Tanya Maldonado,Bayesian Learning
1216,Tanya Maldonado,Social Sciences
1216,Tanya Maldonado,Multi-Robot Systems
1216,Tanya Maldonado,Uncertainty Representations
1217,Amber Peterson,Human-in-the-loop Systems
1217,Amber Peterson,Blockchain Technology
1217,Amber Peterson,Marketing
1217,Amber Peterson,Knowledge Graphs and Open Linked Data
1217,Amber Peterson,Intelligent Virtual Agents
1218,John Jackson,"Phonology, Morphology, and Word Segmentation"
1218,John Jackson,Vision and Language
1218,John Jackson,Big Data and Scalability
1218,John Jackson,Planning under Uncertainty
1218,John Jackson,Swarm Intelligence
1219,Michael Wilson,Scene Analysis and Understanding
1219,Michael Wilson,Non-Probabilistic Models of Uncertainty
1219,Michael Wilson,Other Topics in Data Mining
1219,Michael Wilson,Vision and Language
1219,Michael Wilson,Other Topics in Computer Vision
1219,Michael Wilson,Machine Learning for Computer Vision
1220,Lisa Jones,Semi-Supervised Learning
1220,Lisa Jones,Abductive Reasoning and Diagnosis
1220,Lisa Jones,Fair Division
1220,Lisa Jones,Data Visualisation and Summarisation
1220,Lisa Jones,Responsible AI
1220,Lisa Jones,AI for Social Good
1220,Lisa Jones,News and Media
1220,Lisa Jones,Image and Video Retrieval
1221,Paige Garcia,"Mining Visual, Multimedia, and Multimodal Data"
1221,Paige Garcia,"Transfer, Domain Adaptation, and Multi-Task Learning"
1221,Paige Garcia,Optimisation in Machine Learning
1221,Paige Garcia,Other Topics in Machine Learning
1221,Paige Garcia,Sports
1222,Felicia Glass,Learning Human Values and Preferences
1222,Felicia Glass,Machine Ethics
1222,Felicia Glass,Case-Based Reasoning
1222,Felicia Glass,Efficient Methods for Machine Learning
1222,Felicia Glass,Satisfiability
1222,Felicia Glass,Bayesian Learning
1223,Jessica Johnson,"Continual, Online, and Real-Time Planning"
1223,Jessica Johnson,Interpretability and Analysis of NLP Models
1223,Jessica Johnson,Language Grounding
1223,Jessica Johnson,User Modelling and Personalisation
1223,Jessica Johnson,Image and Video Retrieval
1223,Jessica Johnson,Internet of Things
1223,Jessica Johnson,Automated Reasoning and Theorem Proving
1223,Jessica Johnson,AI for Social Good
1223,Jessica Johnson,Economics and Finance
1224,Leroy Martinez,Human-in-the-loop Systems
1224,Leroy Martinez,Classification and Regression
1224,Leroy Martinez,"Model Adaptation, Compression, and Distillation"
1224,Leroy Martinez,Consciousness and Philosophy of Mind
1224,Leroy Martinez,Human-Computer Interaction
1225,Jessica Dickerson,Representation Learning for Computer Vision
1225,Jessica Dickerson,Image and Video Generation
1225,Jessica Dickerson,Cognitive Science
1225,Jessica Dickerson,Preferences
1225,Jessica Dickerson,"Belief Revision, Update, and Merging"
1225,Jessica Dickerson,"Other Topics Related to Fairness, Ethics, or Trust"
1225,Jessica Dickerson,Meta-Learning
1225,Jessica Dickerson,Stochastic Models and Probabilistic Inference
1225,Jessica Dickerson,Trust
1225,Jessica Dickerson,Human-in-the-loop Systems
1226,Laura Davis,Syntax and Parsing
1226,Laura Davis,Answer Set Programming
1226,Laura Davis,Stochastic Models and Probabilistic Inference
1226,Laura Davis,Other Topics in Humans and AI
1226,Laura Davis,Routing
1226,Laura Davis,Robot Rights
1226,Laura Davis,Hardware
1226,Laura Davis,"Localisation, Mapping, and Navigation"
1227,Victoria Elliott,Answer Set Programming
1227,Victoria Elliott,Distributed Problem Solving
1227,Victoria Elliott,Cognitive Science
1227,Victoria Elliott,Responsible AI
1227,Victoria Elliott,Causality
1227,Victoria Elliott,Mining Codebase and Software Repositories
1228,Peter Thompson,Other Topics in Multiagent Systems
1228,Peter Thompson,Text Mining
1228,Peter Thompson,Databases
1228,Peter Thompson,"Geometric, Spatial, and Temporal Reasoning"
1228,Peter Thompson,Learning Theory
1228,Peter Thompson,Morality and Value-Based AI
1228,Peter Thompson,Fair Division
1228,Peter Thompson,Environmental Impacts of AI
1228,Peter Thompson,"Segmentation, Grouping, and Shape Analysis"
1229,Linda Waters,Multiagent Planning
1229,Linda Waters,Constraint Programming
1229,Linda Waters,Other Topics in Knowledge Representation and Reasoning
1229,Linda Waters,Neuroscience
