member #,member name,submission #,bid
1152,Tammy Wilson,281,maybe
1152,Tammy Wilson,336,maybe
1152,Tammy Wilson,341,yes
1152,Tammy Wilson,493,yes
1152,Tammy Wilson,527,maybe
1152,Tammy Wilson,577,yes
1152,Tammy Wilson,669,maybe
1152,Tammy Wilson,956,yes
1152,Tammy Wilson,967,yes
1153,Daniel Moses,80,maybe
1153,Daniel Moses,90,maybe
1153,Daniel Moses,108,yes
1153,Daniel Moses,138,yes
1153,Daniel Moses,210,maybe
1153,Daniel Moses,264,yes
1153,Daniel Moses,300,maybe
1153,Daniel Moses,324,maybe
1153,Daniel Moses,429,maybe
1153,Daniel Moses,515,yes
1153,Daniel Moses,590,maybe
1153,Daniel Moses,612,maybe
1153,Daniel Moses,623,maybe
1153,Daniel Moses,660,yes
1153,Daniel Moses,669,yes
1153,Daniel Moses,693,maybe
1153,Daniel Moses,789,maybe
1153,Daniel Moses,895,maybe
1153,Daniel Moses,975,maybe
1153,Daniel Moses,990,maybe
1154,Cody Valdez,11,yes
1154,Cody Valdez,108,maybe
1154,Cody Valdez,116,yes
1154,Cody Valdez,154,yes
1154,Cody Valdez,244,yes
1154,Cody Valdez,257,maybe
1154,Cody Valdez,276,yes
1154,Cody Valdez,323,yes
1154,Cody Valdez,334,yes
1154,Cody Valdez,349,maybe
1154,Cody Valdez,374,maybe
1154,Cody Valdez,416,yes
1154,Cody Valdez,446,yes
1154,Cody Valdez,477,yes
1154,Cody Valdez,495,maybe
1154,Cody Valdez,518,maybe
1154,Cody Valdez,570,yes
1154,Cody Valdez,702,yes
1154,Cody Valdez,810,maybe
1154,Cody Valdez,829,yes
1154,Cody Valdez,833,maybe
1154,Cody Valdez,855,yes
1154,Cody Valdez,856,yes
1154,Cody Valdez,889,maybe
1154,Cody Valdez,923,yes
1154,Cody Valdez,958,maybe
1155,Elizabeth Paul,95,yes
1155,Elizabeth Paul,351,maybe
1155,Elizabeth Paul,358,maybe
1155,Elizabeth Paul,471,yes
1155,Elizabeth Paul,550,maybe
1155,Elizabeth Paul,589,maybe
1155,Elizabeth Paul,610,yes
1155,Elizabeth Paul,626,maybe
1155,Elizabeth Paul,631,maybe
1155,Elizabeth Paul,632,yes
1155,Elizabeth Paul,711,maybe
1155,Elizabeth Paul,721,yes
1155,Elizabeth Paul,753,yes
1155,Elizabeth Paul,792,maybe
1155,Elizabeth Paul,796,yes
1155,Elizabeth Paul,800,maybe
1155,Elizabeth Paul,821,maybe
1155,Elizabeth Paul,892,maybe
1155,Elizabeth Paul,910,maybe
1156,Erika Thompson,120,yes
1156,Erika Thompson,132,yes
1156,Erika Thompson,198,yes
1156,Erika Thompson,359,maybe
1156,Erika Thompson,413,maybe
1156,Erika Thompson,416,maybe
1156,Erika Thompson,498,yes
1156,Erika Thompson,505,yes
1156,Erika Thompson,528,yes
1156,Erika Thompson,571,maybe
1156,Erika Thompson,586,yes
1156,Erika Thompson,690,maybe
1156,Erika Thompson,706,yes
1156,Erika Thompson,714,maybe
1156,Erika Thompson,747,yes
1156,Erika Thompson,774,yes
1156,Erika Thompson,810,yes
1156,Erika Thompson,915,yes
1156,Erika Thompson,930,maybe
1156,Erika Thompson,955,maybe
1157,Kristen Carter,63,maybe
1157,Kristen Carter,153,yes
1157,Kristen Carter,158,maybe
1157,Kristen Carter,270,maybe
1157,Kristen Carter,275,yes
1157,Kristen Carter,288,maybe
1157,Kristen Carter,293,maybe
1157,Kristen Carter,294,maybe
1157,Kristen Carter,312,maybe
1157,Kristen Carter,348,yes
1157,Kristen Carter,384,maybe
1157,Kristen Carter,445,yes
1157,Kristen Carter,548,yes
1157,Kristen Carter,655,maybe
1157,Kristen Carter,678,maybe
1157,Kristen Carter,719,maybe
1157,Kristen Carter,815,maybe
1157,Kristen Carter,950,maybe
1157,Kristen Carter,994,maybe
1158,Stacy Shaw,257,yes
1158,Stacy Shaw,265,yes
1158,Stacy Shaw,285,yes
1158,Stacy Shaw,305,yes
1158,Stacy Shaw,311,yes
1158,Stacy Shaw,341,yes
1158,Stacy Shaw,343,yes
1158,Stacy Shaw,360,yes
1158,Stacy Shaw,394,yes
1158,Stacy Shaw,430,yes
1158,Stacy Shaw,433,yes
1158,Stacy Shaw,447,yes
1158,Stacy Shaw,451,yes
1158,Stacy Shaw,471,yes
1158,Stacy Shaw,480,yes
1158,Stacy Shaw,487,yes
1158,Stacy Shaw,565,yes
1158,Stacy Shaw,613,yes
1158,Stacy Shaw,645,yes
1158,Stacy Shaw,658,yes
1158,Stacy Shaw,843,yes
1158,Stacy Shaw,893,yes
1158,Stacy Shaw,904,yes
1158,Stacy Shaw,945,yes
1159,Mr. Mike,68,yes
1159,Mr. Mike,101,yes
1159,Mr. Mike,129,maybe
1159,Mr. Mike,141,yes
1159,Mr. Mike,172,maybe
1159,Mr. Mike,219,maybe
1159,Mr. Mike,246,yes
1159,Mr. Mike,270,yes
1159,Mr. Mike,277,maybe
1159,Mr. Mike,333,yes
1159,Mr. Mike,436,yes
1159,Mr. Mike,439,maybe
1159,Mr. Mike,460,yes
1159,Mr. Mike,469,maybe
1159,Mr. Mike,538,yes
1159,Mr. Mike,549,yes
1159,Mr. Mike,552,yes
1159,Mr. Mike,587,yes
1159,Mr. Mike,741,yes
1159,Mr. Mike,771,yes
1159,Mr. Mike,776,yes
1159,Mr. Mike,833,yes
1159,Mr. Mike,861,maybe
1159,Mr. Mike,885,maybe
1159,Mr. Mike,953,yes
1160,Amber Nelson,86,yes
1160,Amber Nelson,114,yes
1160,Amber Nelson,219,yes
1160,Amber Nelson,237,maybe
1160,Amber Nelson,254,maybe
1160,Amber Nelson,293,yes
1160,Amber Nelson,336,yes
1160,Amber Nelson,400,yes
1160,Amber Nelson,439,maybe
1160,Amber Nelson,532,yes
1160,Amber Nelson,592,yes
1160,Amber Nelson,593,maybe
1160,Amber Nelson,597,yes
1160,Amber Nelson,721,yes
1160,Amber Nelson,726,yes
1160,Amber Nelson,782,yes
1160,Amber Nelson,858,maybe
1160,Amber Nelson,873,maybe
1160,Amber Nelson,967,maybe
1160,Amber Nelson,996,maybe
1161,Christopher Garner,48,yes
1161,Christopher Garner,59,yes
1161,Christopher Garner,120,maybe
1161,Christopher Garner,123,maybe
1161,Christopher Garner,125,maybe
1161,Christopher Garner,155,maybe
1161,Christopher Garner,156,yes
1161,Christopher Garner,158,maybe
1161,Christopher Garner,254,maybe
1161,Christopher Garner,297,yes
1161,Christopher Garner,304,maybe
1161,Christopher Garner,409,maybe
1161,Christopher Garner,430,yes
1161,Christopher Garner,435,yes
1161,Christopher Garner,522,yes
1161,Christopher Garner,530,maybe
1161,Christopher Garner,549,maybe
1161,Christopher Garner,577,maybe
1161,Christopher Garner,709,yes
1161,Christopher Garner,783,maybe
1161,Christopher Garner,917,maybe
1161,Christopher Garner,950,maybe
1161,Christopher Garner,1001,maybe
1162,Dr. Elizabeth,84,yes
1162,Dr. Elizabeth,116,maybe
1162,Dr. Elizabeth,222,maybe
1162,Dr. Elizabeth,231,maybe
1162,Dr. Elizabeth,250,maybe
1162,Dr. Elizabeth,271,yes
1162,Dr. Elizabeth,309,yes
1162,Dr. Elizabeth,310,maybe
1162,Dr. Elizabeth,555,maybe
1162,Dr. Elizabeth,612,yes
1162,Dr. Elizabeth,712,maybe
1162,Dr. Elizabeth,751,maybe
1162,Dr. Elizabeth,820,maybe
1162,Dr. Elizabeth,838,maybe
1162,Dr. Elizabeth,849,maybe
1162,Dr. Elizabeth,922,yes
1162,Dr. Elizabeth,933,maybe
1162,Dr. Elizabeth,986,yes
1162,Dr. Elizabeth,1001,maybe
1163,Curtis Archer,113,yes
1163,Curtis Archer,139,maybe
1163,Curtis Archer,192,maybe
1163,Curtis Archer,212,maybe
1163,Curtis Archer,291,yes
1163,Curtis Archer,359,yes
1163,Curtis Archer,417,maybe
1163,Curtis Archer,458,maybe
1163,Curtis Archer,547,yes
1163,Curtis Archer,622,maybe
1163,Curtis Archer,704,yes
1163,Curtis Archer,708,yes
1163,Curtis Archer,801,yes
1163,Curtis Archer,823,yes
1163,Curtis Archer,903,maybe
1163,Curtis Archer,968,maybe
1164,Jennifer Jones,41,maybe
1164,Jennifer Jones,94,yes
1164,Jennifer Jones,104,maybe
1164,Jennifer Jones,210,maybe
1164,Jennifer Jones,232,yes
1164,Jennifer Jones,250,yes
1164,Jennifer Jones,286,yes
1164,Jennifer Jones,377,maybe
1164,Jennifer Jones,412,yes
1164,Jennifer Jones,418,maybe
1164,Jennifer Jones,442,yes
1164,Jennifer Jones,495,yes
1164,Jennifer Jones,500,maybe
1164,Jennifer Jones,575,yes
1164,Jennifer Jones,647,maybe
1164,Jennifer Jones,651,yes
1164,Jennifer Jones,659,maybe
1164,Jennifer Jones,740,yes
1164,Jennifer Jones,851,yes
1164,Jennifer Jones,859,yes
1164,Jennifer Jones,951,maybe
1164,Jennifer Jones,996,yes
1165,Sharon Fisher,8,maybe
1165,Sharon Fisher,68,maybe
1165,Sharon Fisher,95,yes
1165,Sharon Fisher,118,maybe
1165,Sharon Fisher,147,maybe
1165,Sharon Fisher,159,maybe
1165,Sharon Fisher,187,maybe
1165,Sharon Fisher,300,yes
1165,Sharon Fisher,457,maybe
1165,Sharon Fisher,469,yes
1165,Sharon Fisher,475,yes
1165,Sharon Fisher,505,maybe
1165,Sharon Fisher,515,yes
1165,Sharon Fisher,534,maybe
1165,Sharon Fisher,824,yes
1165,Sharon Fisher,970,yes
1165,Sharon Fisher,976,maybe
1166,Anna Scott,106,maybe
1166,Anna Scott,131,yes
1166,Anna Scott,139,yes
1166,Anna Scott,175,maybe
1166,Anna Scott,234,maybe
1166,Anna Scott,250,maybe
1166,Anna Scott,282,maybe
1166,Anna Scott,383,yes
1166,Anna Scott,386,yes
1166,Anna Scott,402,yes
1166,Anna Scott,498,maybe
1166,Anna Scott,503,maybe
1166,Anna Scott,532,maybe
1166,Anna Scott,535,maybe
1166,Anna Scott,545,yes
1166,Anna Scott,622,yes
1166,Anna Scott,654,yes
1166,Anna Scott,736,yes
1166,Anna Scott,759,maybe
1166,Anna Scott,861,yes
1166,Anna Scott,869,maybe
1166,Anna Scott,898,yes
1166,Anna Scott,920,yes
1166,Anna Scott,943,yes
1166,Anna Scott,952,yes
1168,Kathryn Martinez,68,yes
1168,Kathryn Martinez,78,maybe
1168,Kathryn Martinez,146,yes
1168,Kathryn Martinez,168,maybe
1168,Kathryn Martinez,240,yes
1168,Kathryn Martinez,306,yes
1168,Kathryn Martinez,318,yes
1168,Kathryn Martinez,370,maybe
1168,Kathryn Martinez,424,maybe
1168,Kathryn Martinez,433,yes
1168,Kathryn Martinez,458,yes
1168,Kathryn Martinez,468,yes
1168,Kathryn Martinez,505,maybe
1168,Kathryn Martinez,519,maybe
1168,Kathryn Martinez,619,maybe
1168,Kathryn Martinez,635,yes
1168,Kathryn Martinez,809,yes
1168,Kathryn Martinez,890,maybe
1168,Kathryn Martinez,911,maybe
1168,Kathryn Martinez,922,maybe
1168,Kathryn Martinez,956,yes
1169,Richard Mitchell,38,maybe
1169,Richard Mitchell,122,yes
1169,Richard Mitchell,196,maybe
1169,Richard Mitchell,201,maybe
1169,Richard Mitchell,236,maybe
1169,Richard Mitchell,311,yes
1169,Richard Mitchell,550,maybe
1169,Richard Mitchell,578,yes
1169,Richard Mitchell,596,yes
1169,Richard Mitchell,660,yes
1169,Richard Mitchell,684,maybe
1169,Richard Mitchell,761,yes
1169,Richard Mitchell,817,maybe
1169,Richard Mitchell,829,yes
1169,Richard Mitchell,846,maybe
1170,Lisa Cooper,28,maybe
1170,Lisa Cooper,33,maybe
1170,Lisa Cooper,35,yes
1170,Lisa Cooper,45,maybe
1170,Lisa Cooper,164,maybe
1170,Lisa Cooper,201,maybe
1170,Lisa Cooper,216,yes
1170,Lisa Cooper,230,maybe
1170,Lisa Cooper,276,maybe
1170,Lisa Cooper,279,yes
1170,Lisa Cooper,325,yes
1170,Lisa Cooper,349,maybe
1170,Lisa Cooper,492,maybe
1170,Lisa Cooper,514,yes
1170,Lisa Cooper,536,maybe
1170,Lisa Cooper,545,yes
1170,Lisa Cooper,549,yes
1170,Lisa Cooper,557,maybe
1170,Lisa Cooper,577,maybe
1170,Lisa Cooper,637,yes
1170,Lisa Cooper,702,yes
1170,Lisa Cooper,760,maybe
1170,Lisa Cooper,784,yes
1170,Lisa Cooper,822,yes
1170,Lisa Cooper,829,maybe
1170,Lisa Cooper,879,yes
1170,Lisa Cooper,898,maybe
1170,Lisa Cooper,923,maybe
1170,Lisa Cooper,983,maybe
1171,Jamie Horne,62,yes
1171,Jamie Horne,216,yes
1171,Jamie Horne,249,maybe
1171,Jamie Horne,336,yes
1171,Jamie Horne,339,maybe
1171,Jamie Horne,364,yes
1171,Jamie Horne,402,maybe
1171,Jamie Horne,423,maybe
1171,Jamie Horne,431,maybe
1171,Jamie Horne,489,yes
1171,Jamie Horne,570,yes
1171,Jamie Horne,633,yes
1171,Jamie Horne,661,maybe
1171,Jamie Horne,807,maybe
1171,Jamie Horne,823,maybe
1171,Jamie Horne,935,yes
1171,Jamie Horne,990,yes
1172,David Hughes,49,maybe
1172,David Hughes,174,maybe
1172,David Hughes,237,maybe
1172,David Hughes,295,maybe
1172,David Hughes,317,yes
1172,David Hughes,385,maybe
1172,David Hughes,497,yes
1172,David Hughes,518,maybe
1172,David Hughes,521,yes
1172,David Hughes,567,maybe
1172,David Hughes,580,yes
1172,David Hughes,594,maybe
1172,David Hughes,649,yes
1172,David Hughes,679,maybe
1172,David Hughes,707,maybe
1172,David Hughes,791,yes
1172,David Hughes,817,yes
1172,David Hughes,902,maybe
1172,David Hughes,938,yes
1173,Mackenzie Brown,23,maybe
1173,Mackenzie Brown,47,yes
1173,Mackenzie Brown,84,yes
1173,Mackenzie Brown,193,maybe
1173,Mackenzie Brown,237,yes
1173,Mackenzie Brown,243,yes
1173,Mackenzie Brown,248,yes
1173,Mackenzie Brown,284,maybe
1173,Mackenzie Brown,397,yes
1173,Mackenzie Brown,527,yes
1173,Mackenzie Brown,552,yes
1173,Mackenzie Brown,585,maybe
1173,Mackenzie Brown,599,yes
1173,Mackenzie Brown,601,yes
1173,Mackenzie Brown,689,maybe
1173,Mackenzie Brown,746,maybe
1173,Mackenzie Brown,786,yes
1173,Mackenzie Brown,818,maybe
1173,Mackenzie Brown,819,yes
1173,Mackenzie Brown,829,yes
1173,Mackenzie Brown,905,yes
1173,Mackenzie Brown,907,maybe
1173,Mackenzie Brown,915,yes
1173,Mackenzie Brown,961,yes
1174,Garrett Welch,14,yes
1174,Garrett Welch,19,yes
1174,Garrett Welch,81,yes
1174,Garrett Welch,127,yes
1174,Garrett Welch,201,yes
1174,Garrett Welch,287,yes
1174,Garrett Welch,354,yes
1174,Garrett Welch,444,maybe
1174,Garrett Welch,511,maybe
1174,Garrett Welch,533,maybe
1174,Garrett Welch,559,yes
1174,Garrett Welch,607,maybe
1174,Garrett Welch,677,maybe
1174,Garrett Welch,713,yes
1174,Garrett Welch,870,maybe
1175,Bobby Contreras,7,yes
1175,Bobby Contreras,20,yes
1175,Bobby Contreras,89,yes
1175,Bobby Contreras,137,maybe
1175,Bobby Contreras,149,maybe
1175,Bobby Contreras,163,yes
1175,Bobby Contreras,168,yes
1175,Bobby Contreras,219,maybe
1175,Bobby Contreras,250,yes
1175,Bobby Contreras,263,maybe
1175,Bobby Contreras,322,yes
1175,Bobby Contreras,408,maybe
1175,Bobby Contreras,507,maybe
1175,Bobby Contreras,523,maybe
1175,Bobby Contreras,758,yes
1175,Bobby Contreras,867,maybe
1175,Bobby Contreras,892,maybe
1175,Bobby Contreras,927,maybe
1175,Bobby Contreras,986,maybe
1175,Bobby Contreras,1001,yes
1176,Samantha Small,10,yes
1176,Samantha Small,27,maybe
1176,Samantha Small,56,maybe
1176,Samantha Small,168,maybe
1176,Samantha Small,210,yes
1176,Samantha Small,228,yes
1176,Samantha Small,268,maybe
1176,Samantha Small,283,maybe
1176,Samantha Small,335,yes
1176,Samantha Small,381,yes
1176,Samantha Small,384,maybe
1176,Samantha Small,404,yes
1176,Samantha Small,465,maybe
1176,Samantha Small,482,maybe
1176,Samantha Small,524,maybe
1176,Samantha Small,573,yes
1176,Samantha Small,586,yes
1176,Samantha Small,587,maybe
1176,Samantha Small,610,yes
1176,Samantha Small,614,yes
1176,Samantha Small,626,maybe
1176,Samantha Small,653,yes
1176,Samantha Small,662,yes
1176,Samantha Small,664,yes
1176,Samantha Small,669,yes
1176,Samantha Small,688,yes
1176,Samantha Small,699,maybe
1176,Samantha Small,710,yes
1176,Samantha Small,711,maybe
1176,Samantha Small,822,maybe
1176,Samantha Small,826,maybe
1176,Samantha Small,837,maybe
1176,Samantha Small,849,maybe
1176,Samantha Small,933,maybe
1176,Samantha Small,934,yes
1177,Brian Taylor,8,yes
1177,Brian Taylor,141,maybe
1177,Brian Taylor,156,yes
1177,Brian Taylor,185,maybe
1177,Brian Taylor,196,maybe
1177,Brian Taylor,265,yes
1177,Brian Taylor,308,yes
1177,Brian Taylor,352,yes
1177,Brian Taylor,434,yes
1177,Brian Taylor,478,yes
1177,Brian Taylor,484,yes
1177,Brian Taylor,505,yes
1177,Brian Taylor,619,yes
1177,Brian Taylor,700,maybe
1177,Brian Taylor,705,yes
1177,Brian Taylor,865,yes
1177,Brian Taylor,882,maybe
1177,Brian Taylor,910,maybe
1177,Brian Taylor,927,yes
1177,Brian Taylor,979,yes
1177,Brian Taylor,986,yes
1178,Mrs. Jennifer,112,yes
1178,Mrs. Jennifer,247,yes
1178,Mrs. Jennifer,333,yes
1178,Mrs. Jennifer,380,yes
1178,Mrs. Jennifer,413,yes
1178,Mrs. Jennifer,526,yes
1178,Mrs. Jennifer,590,yes
1178,Mrs. Jennifer,591,yes
1178,Mrs. Jennifer,598,yes
1178,Mrs. Jennifer,629,maybe
1178,Mrs. Jennifer,632,yes
1178,Mrs. Jennifer,651,maybe
1178,Mrs. Jennifer,657,yes
1178,Mrs. Jennifer,670,maybe
1178,Mrs. Jennifer,715,yes
1178,Mrs. Jennifer,859,maybe
1178,Mrs. Jennifer,903,maybe
1179,Clarence Reed,51,maybe
1179,Clarence Reed,62,yes
1179,Clarence Reed,193,yes
1179,Clarence Reed,226,maybe
1179,Clarence Reed,337,yes
1179,Clarence Reed,555,maybe
1179,Clarence Reed,608,maybe
1179,Clarence Reed,618,maybe
1179,Clarence Reed,666,maybe
1179,Clarence Reed,844,maybe
1179,Clarence Reed,860,maybe
1179,Clarence Reed,891,maybe
1179,Clarence Reed,963,yes
1179,Clarence Reed,976,yes
1179,Clarence Reed,988,maybe
1180,Shane Rangel,12,yes
1180,Shane Rangel,15,maybe
1180,Shane Rangel,49,yes
1180,Shane Rangel,53,yes
1180,Shane Rangel,61,maybe
1180,Shane Rangel,115,maybe
1180,Shane Rangel,130,maybe
1180,Shane Rangel,175,maybe
1180,Shane Rangel,272,maybe
1180,Shane Rangel,294,maybe
1180,Shane Rangel,405,maybe
1180,Shane Rangel,449,yes
1180,Shane Rangel,466,yes
1180,Shane Rangel,479,yes
1180,Shane Rangel,516,maybe
1180,Shane Rangel,570,maybe
1180,Shane Rangel,631,yes
1180,Shane Rangel,656,maybe
1180,Shane Rangel,677,maybe
1180,Shane Rangel,727,yes
1180,Shane Rangel,751,maybe
1180,Shane Rangel,886,maybe
1180,Shane Rangel,952,yes
1180,Shane Rangel,960,yes
1180,Shane Rangel,961,yes
1180,Shane Rangel,975,maybe
1181,Alexandra Meyer,108,yes
1181,Alexandra Meyer,119,yes
1181,Alexandra Meyer,194,maybe
1181,Alexandra Meyer,399,maybe
1181,Alexandra Meyer,432,maybe
1181,Alexandra Meyer,496,maybe
1181,Alexandra Meyer,505,maybe
1181,Alexandra Meyer,512,yes
1181,Alexandra Meyer,513,maybe
1181,Alexandra Meyer,571,maybe
1181,Alexandra Meyer,730,maybe
1181,Alexandra Meyer,760,maybe
1181,Alexandra Meyer,770,yes
1181,Alexandra Meyer,848,maybe
1182,Lisa Glover,4,maybe
1182,Lisa Glover,13,maybe
1182,Lisa Glover,112,maybe
1182,Lisa Glover,214,yes
1182,Lisa Glover,288,yes
1182,Lisa Glover,293,yes
1182,Lisa Glover,341,yes
1182,Lisa Glover,377,yes
1182,Lisa Glover,474,maybe
1182,Lisa Glover,481,maybe
1182,Lisa Glover,499,yes
1182,Lisa Glover,506,maybe
1182,Lisa Glover,598,yes
1182,Lisa Glover,706,maybe
1182,Lisa Glover,713,yes
1182,Lisa Glover,757,yes
1182,Lisa Glover,797,yes
1182,Lisa Glover,801,maybe
1182,Lisa Glover,804,maybe
1182,Lisa Glover,833,yes
1182,Lisa Glover,846,yes
1182,Lisa Glover,902,yes
1182,Lisa Glover,908,maybe
1182,Lisa Glover,977,yes
1182,Lisa Glover,978,maybe
1182,Lisa Glover,994,maybe
1183,Angel Brown,5,maybe
1183,Angel Brown,91,yes
1183,Angel Brown,139,yes
1183,Angel Brown,174,maybe
1183,Angel Brown,243,yes
1183,Angel Brown,268,yes
1183,Angel Brown,274,maybe
1183,Angel Brown,329,yes
1183,Angel Brown,412,yes
1183,Angel Brown,413,maybe
1183,Angel Brown,429,yes
1183,Angel Brown,440,maybe
1183,Angel Brown,496,yes
1183,Angel Brown,540,maybe
1183,Angel Brown,600,yes
1183,Angel Brown,823,yes
1183,Angel Brown,962,maybe
1183,Angel Brown,988,maybe
1184,Janet Scott,10,yes
1184,Janet Scott,83,yes
1184,Janet Scott,157,maybe
1184,Janet Scott,190,yes
1184,Janet Scott,238,maybe
1184,Janet Scott,243,maybe
1184,Janet Scott,276,yes
1184,Janet Scott,303,yes
1184,Janet Scott,377,maybe
1184,Janet Scott,418,yes
1184,Janet Scott,463,yes
1184,Janet Scott,535,maybe
1184,Janet Scott,662,yes
1184,Janet Scott,752,yes
1184,Janet Scott,836,maybe
1184,Janet Scott,860,yes
1184,Janet Scott,901,yes
1184,Janet Scott,902,yes
1184,Janet Scott,904,maybe
1184,Janet Scott,988,maybe
1185,Sarah Torres,95,maybe
1185,Sarah Torres,251,maybe
1185,Sarah Torres,303,yes
1185,Sarah Torres,348,yes
1185,Sarah Torres,405,maybe
1185,Sarah Torres,526,yes
1185,Sarah Torres,531,yes
1185,Sarah Torres,533,yes
1185,Sarah Torres,603,maybe
1185,Sarah Torres,608,yes
1185,Sarah Torres,639,maybe
1185,Sarah Torres,690,yes
1185,Sarah Torres,760,yes
1185,Sarah Torres,812,yes
1185,Sarah Torres,877,yes
1185,Sarah Torres,957,maybe
1185,Sarah Torres,982,yes
1186,Alexander Taylor,3,maybe
1186,Alexander Taylor,78,yes
1186,Alexander Taylor,187,yes
1186,Alexander Taylor,199,maybe
1186,Alexander Taylor,307,yes
1186,Alexander Taylor,357,maybe
1186,Alexander Taylor,397,yes
1186,Alexander Taylor,398,yes
1186,Alexander Taylor,413,maybe
1186,Alexander Taylor,424,maybe
1186,Alexander Taylor,457,yes
1186,Alexander Taylor,491,maybe
1186,Alexander Taylor,537,maybe
1186,Alexander Taylor,546,yes
1186,Alexander Taylor,558,yes
1186,Alexander Taylor,671,yes
1186,Alexander Taylor,672,maybe
1186,Alexander Taylor,698,yes
1186,Alexander Taylor,771,maybe
1186,Alexander Taylor,809,yes
1186,Alexander Taylor,855,maybe
1186,Alexander Taylor,871,yes
1186,Alexander Taylor,883,yes
1186,Alexander Taylor,888,yes
1738,Thomas Douglas,24,maybe
1738,Thomas Douglas,148,maybe
1738,Thomas Douglas,214,yes
1738,Thomas Douglas,237,maybe
1738,Thomas Douglas,271,maybe
1738,Thomas Douglas,278,yes
1738,Thomas Douglas,286,maybe
1738,Thomas Douglas,298,maybe
1738,Thomas Douglas,304,yes
1738,Thomas Douglas,362,yes
1738,Thomas Douglas,366,yes
1738,Thomas Douglas,396,yes
1738,Thomas Douglas,457,maybe
1738,Thomas Douglas,477,yes
1738,Thomas Douglas,517,yes
1738,Thomas Douglas,520,yes
1738,Thomas Douglas,652,maybe
1738,Thomas Douglas,666,maybe
1738,Thomas Douglas,761,maybe
1738,Thomas Douglas,787,maybe
1738,Thomas Douglas,866,yes
1738,Thomas Douglas,880,maybe
1738,Thomas Douglas,886,yes
1738,Thomas Douglas,921,yes
1738,Thomas Douglas,932,maybe
1738,Thomas Douglas,984,yes
1738,Thomas Douglas,992,maybe
1188,Angela Jones,63,yes
1188,Angela Jones,66,yes
1188,Angela Jones,126,maybe
1188,Angela Jones,167,maybe
1188,Angela Jones,188,maybe
1188,Angela Jones,283,yes
1188,Angela Jones,466,yes
1188,Angela Jones,520,yes
1188,Angela Jones,580,yes
1188,Angela Jones,605,maybe
1188,Angela Jones,629,yes
1188,Angela Jones,634,maybe
1188,Angela Jones,675,maybe
1188,Angela Jones,807,maybe
1188,Angela Jones,843,yes
1188,Angela Jones,950,maybe
1188,Angela Jones,958,maybe
1189,John Leonard,12,yes
1189,John Leonard,46,maybe
1189,John Leonard,135,maybe
1189,John Leonard,478,yes
1189,John Leonard,572,maybe
1189,John Leonard,730,maybe
1189,John Leonard,739,maybe
1189,John Leonard,849,maybe
1191,Kelly Rose,29,maybe
1191,Kelly Rose,108,yes
1191,Kelly Rose,165,maybe
1191,Kelly Rose,182,maybe
1191,Kelly Rose,185,maybe
1191,Kelly Rose,249,yes
1191,Kelly Rose,336,maybe
1191,Kelly Rose,381,yes
1191,Kelly Rose,391,maybe
1191,Kelly Rose,423,maybe
1191,Kelly Rose,464,maybe
1191,Kelly Rose,521,yes
1191,Kelly Rose,588,yes
1191,Kelly Rose,650,yes
1191,Kelly Rose,715,maybe
1191,Kelly Rose,726,yes
1191,Kelly Rose,752,maybe
1191,Kelly Rose,797,maybe
1191,Kelly Rose,856,maybe
1191,Kelly Rose,873,yes
1191,Kelly Rose,904,maybe
1191,Kelly Rose,993,yes
1192,Raven Chandler,126,maybe
1192,Raven Chandler,166,yes
1192,Raven Chandler,197,maybe
1192,Raven Chandler,211,yes
1192,Raven Chandler,422,maybe
1192,Raven Chandler,456,yes
1192,Raven Chandler,501,maybe
1192,Raven Chandler,586,yes
1192,Raven Chandler,591,yes
1192,Raven Chandler,658,maybe
1192,Raven Chandler,674,yes
1192,Raven Chandler,684,maybe
1192,Raven Chandler,728,maybe
1192,Raven Chandler,775,yes
1192,Raven Chandler,871,yes
1192,Raven Chandler,913,yes
1192,Raven Chandler,957,maybe
1192,Raven Chandler,994,yes
1193,Megan Mendoza,6,yes
1193,Megan Mendoza,49,maybe
1193,Megan Mendoza,76,yes
1193,Megan Mendoza,171,yes
1193,Megan Mendoza,258,maybe
1193,Megan Mendoza,296,maybe
1193,Megan Mendoza,381,yes
1193,Megan Mendoza,418,maybe
1193,Megan Mendoza,431,maybe
